FactGLTranID,JournalID,GLTranDescription,GLTranAmount,GLTranDate,GLAccNum,GLAcctName,Statement,Category,Subcategory,StoreNum,StoreName,ManagerID,PreviousManagerID,ContactTel,AddressLine1,AddressLine2,ZipCode,RegionNum,RegionName,SalesRegionName,LastRefreshDate
1008,1600,AP Payment,24674.103,2021-10-01,3000,AP,Balance Sheet,Current Liabilities,Trade Payables,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1009,112,AP Payment,25292.551,2021-11-01,3000,AP,Balance Sheet,Current Liabilities,Trade Payables,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1010,386,AP Payment,25505.758,2021-12-01,3000,AP,Balance Sheet,Current Liabilities,Trade Payables,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1011,1211,AP Payment,-24000.000,2019-01-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1012,168,AP Payment,-24542.380,2019-02-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1013,491,AP Payment,-24627.003,2019-03-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1014,300,AP Payment,-24013.920,2019-04-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1015,2,AP Payment,-23198.141,2019-05-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1016,129,AP Payment,-22573.577,2019-06-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1017,1073,AP Payment,-23544.143,2019-07-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1018,628,AP Payment,-22907.796,2019-08-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1019,1327,AP Payment,-23373.479,2019-09-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1020,40,AP Payment,-23541.080,2019-10-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1021,283,AP Payment,-23205.030,2019-11-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1022,697,AP Payment,-22205.868,2019-12-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1023,1146,AP Payment,-21421.339,2020-01-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1024,519,AP Payment,-25000.000,2020-02-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1025,1069,AP Payment,-25771.722,2020-03-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1026,1675,AP Payment,-25988.847,2020-04-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1027,751,AP Payment,-25451.883,2020-05-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1028,171,AP Payment,-25056.443,2020-06-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1029,398,AP Payment,-24923.130,2020-07-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1030,226,AP Payment,-24447.542,2020-08-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1031,85,AP Payment,-24377.480,2020-09-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1032,127,AP Payment,-24127.160,2020-10-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1033,1507,AP Payment,-23778.535,2020-11-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1034,110,AP Payment,-24593.048,2020-12-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1035,1356,AP Payment,-25009.086,2021-01-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1036,1171,AP Payment,-27000.000,2021-02-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1037,1845,AP Payment,-26643.869,2021-03-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1038,561,AP Payment,-26894.471,2021-04-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1039,367,AP Payment,-26904.595,2021-05-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1040,537,AP Payment,-26847.031,2021-06-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1041,1218,AP Payment,-26015.506,2021-07-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1042,1265,AP Payment,-25764.795,2021-08-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1043,882,AP Payment,-25236.569,2021-09-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1044,1600,AP Payment,-24674.103,2021-10-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1045,112,AP Payment,-25292.551,2021-11-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1046,386,AP Payment,-25505.758,2021-12-01,1000,Checking Account,Balance Sheet,Current Assets,Cash,Corporate Office,Corporate Office,9,NULL,16662221102,The Big Office Building,South Kansas Avenue,66603,C1,Central,Central,2024-06-01 22:37:29.8070000
1047,209,Purchase PPE,20000.000,2019-01-01,2000,"Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1048,209,Purchase PPE,-21000.000,2019-01-01,3000,AP,Balance Sheet,Current Liabilities,Trade Payables,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1049,209,GST ITC for PPE,1000.000,2019-01-01,3300,GST Payable,Balance Sheet,Current Liabilities,Taxes Payable,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1050,50,Amortization,666.667,2019-01-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1051,473,Amortization,666.667,2019-02-28,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1052,807,Amortization,666.667,2019-03-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1053,14,Amortization,666.667,2019-04-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1054,846,Amortization,666.667,2019-05-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1055,1448,Amortization,666.667,2019-06-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1056,1363,Amortization,666.667,2019-07-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1057,196,Amortization,666.667,2019-08-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1058,877,Amortization,666.667,2019-09-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1059,371,Amortization,666.667,2019-10-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1060,917,Amortization,666.667,2019-11-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1061,945,Amortization,666.667,2019-12-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1062,747,Amortization,666.667,2020-01-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1063,368,Amortization,666.667,2020-02-29,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1064,1746,Amortization,666.667,2020-03-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1065,1317,Amortization,666.667,2020-04-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1066,1067,Amortization,666.667,2020-05-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1067,303,Amortization,666.667,2020-06-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1068,1520,Amortization,666.667,2020-07-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1069,90,Amortization,666.667,2020-08-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1070,488,Amortization,666.667,2020-09-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1071,261,Amortization,666.667,2020-10-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1072,1673,Amortization,666.667,2020-11-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1073,1033,Amortization,666.667,2020-12-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1074,445,Amortization,666.667,2021-01-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1075,204,Amortization,666.667,2021-02-28,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1076,11,Amortization,666.667,2021-03-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1077,1299,Amortization,666.667,2021-04-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1078,1601,Amortization,666.667,2021-05-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1079,1094,Amortization,666.667,2021-06-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1080,593,Amortization,666.667,2021-07-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1081,723,Amortization,666.667,2021-08-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1082,1577,Amortization,666.667,2021-09-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1083,157,Amortization,666.667,2021-10-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1084,317,Amortization,666.667,2021-11-30,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1085,1734,Amortization,666.667,2021-12-31,7200,Depreciation,Income Statement,Operating Expenses,Depreciation Expenses,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1086,50,Amortization,-666.667,2019-01-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1087,473,Amortization,-666.667,2019-02-28,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1088,807,Amortization,-666.667,2019-03-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1089,14,Amortization,-666.667,2019-04-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1090,846,Amortization,-666.667,2019-05-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1091,1448,Amortization,-666.667,2019-06-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1092,1363,Amortization,-666.667,2019-07-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1093,196,Amortization,-666.667,2019-08-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1094,877,Amortization,-666.667,2019-09-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1095,371,Amortization,-666.667,2019-10-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1096,917,Amortization,-666.667,2019-11-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1097,945,Amortization,-666.667,2019-12-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1098,747,Amortization,-666.667,2020-01-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1099,368,Amortization,-666.667,2020-02-29,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1100,1746,Amortization,-666.667,2020-03-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1101,1317,Amortization,-666.667,2020-04-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1102,1067,Amortization,-666.667,2020-05-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1103,303,Amortization,-666.667,2020-06-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1104,1520,Amortization,-666.667,2020-07-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1105,90,Amortization,-666.667,2020-08-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1106,488,Amortization,-666.667,2020-09-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1107,261,Amortization,-666.667,2020-10-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1108,1673,Amortization,-666.667,2020-11-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1109,1033,Amortization,-666.667,2020-12-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1110,445,Amortization,-666.667,2021-01-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1111,204,Amortization,-666.667,2021-02-28,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1112,11,Amortization,-666.667,2021-03-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1113,1299,Amortization,-666.667,2021-04-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1114,1601,Amortization,-666.667,2021-05-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1115,1094,Amortization,-666.667,2021-06-30,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1116,593,Amortization,-666.667,2021-07-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
1117,723,Amortization,-666.667,2021-08-31,2100,"Accumulated Depreciation Property, Plant & Equipment",Balance Sheet,Non Current Assets,PPE,1,Store 1,11,NULL,16664441103,The Big Retail Park,Capitol Mall,95814,E1,South East,East Main,2024-06-01 22:37:29.8070000
